type,id,topicId,text_de,text_en,answer0_de,answer0_en,answer1_de,answer1_en,answer2_de,answer2_en,answer3_de,answer3_en,explanation_de,explanation_en
general,"Q130","democracy","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","Welcher Stimmzettel wäre bei einer Bundestagswahl gültig?","1","1","2","2","3","3","4","4","Ein korrekt ausgefüllter Stimmzettel mit eindeutigem Kreuz gilt als gültig (laut Bundeswahlordnung).","Ein korrekt ausgefüllter Stimmzettel mit eindeutigem Kreuz gilt als gültig (laut Bundeswahlordnung)."
general,"Q131","democracy","In Deutschland ist eine Bürgermeisterin/ein Bürgermeister …","In Deutschland ist eine Bürgermeisterin/ein Bürgermeister …","die Leiterin/der Leiter einer Schule.","die Leiterin/der Leiter einer Schule.","die Chefin/der Chef einer Bank.","die Chefin/der Chef einer Bank.","das Oberhaupt einer Gemeinde.","das Oberhaupt einer Gemeinde.","die Vorsitzende/der Vorsitzende einer Partei.","die Vorsitzende/der Vorsitzende einer Partei.","Bürgermeisterinnen und Bürgermeister leiten die Verwaltung einer Gemeinde.","Bürgermeisterinnen und Bürgermeister leiten die Verwaltung einer Gemeinde."
general,"Q132","people_society","Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Viele Menschen in Deutschland arbeiten in ihrer Freizeit ehrenamtlich. Was bedeutet das?","Sie arbeiten als Soldatinnen/Soldaten.","Sie arbeiten als Soldatinnen/Soldaten.","Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.","Sie arbeiten freiwillig und unbezahlt in Vereinen und Verbänden.","Sie arbeiten in der Bundesregierung.","Sie arbeiten in der Bundesregierung.","Sie arbeiten in einem Krankenhaus und verdienen dabei Geld.","Sie arbeiten in einem Krankenhaus und verdienen dabei Geld.","Ehrenamtlich heißt freiwillig und ohne Bezahlung - meist in Vereinen/Verbänden.","Ehrenamtlich heißt freiwillig und ohne Bezahlung - meist in Vereinen/Verbänden."
general,"Q133","democracy","Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Was ist bei Bundestags- und Landtagswahlen in Deutschland erlaubt?","Der Ehemann wählt für seine Frau mit.","Der Ehemann wählt für seine Frau mit.","Man kann durch Briefwahl seine Stimme abgeben.","Man kann durch Briefwahl seine Stimme abgeben.","Man kann am Wahltag telefonisch seine Stimme abgeben.","Man kann am Wahltag telefonisch seine Stimme abgeben.","Kinder ab dem Alter von 14 Jahren dürfen wählen.","Kinder ab dem Alter von 14 Jahren dürfen wählen.","Briefwahl ist zulässig; Stellvertretung, Telefonwahl und Kinderwahlrecht sind unzulässig.","Briefwahl ist zulässig; Stellvertretung, Telefonwahl und Kinderwahlrecht sind unzulässig."
general,"Q134","democracy","Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Man will die Buslinie abschaffen, mit der Sie immer zur Arbeit fahren. Was können Sie machen, um die Buslinie zu erhalten?","Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.","Ich beteilige mich an einer Bürgerinitiative für die Erhaltung der Buslinie oder gründe selber eine Initiative.","Ich werde Mitglied in einem Sportverein und trainiere Radfahren.","Ich werde Mitglied in einem Sportverein und trainiere Radfahren.","Ich wende mich an das Finanzamt, weil ich als Steuerzahlerin/Steuerzahler ein Recht auf die Buslinie habe.","Ich wende mich an das Finanzamt, weil ich als Steuerzahlerin/Steuerzahler ein Recht auf die Buslinie habe.","Ich schreibe einen Brief an das Forstamt der Gemeinde.","Ich schreibe einen Brief an das Forstamt der Gemeinde.","Bürgerinitiativen sind ein legitimes Mittel politischer Teilhabe auf kommunaler Ebene.","Bürgerinitiativen sind ein legitimes Mittel politischer Teilhabe auf kommunaler Ebene."
general,"Q135","people_society","Wen vertreten die Gewerkschaften in Deutschland?","Wen vertreten die Gewerkschaften in Deutschland?","große Unternehmen","große Unternehmen","kleine Unternehmen","kleine Unternehmen","Selbstständige","Selbstständige","Arbeitnehmerinnen und Arbeitnehmer","Arbeitnehmerinnen und Arbeitnehmer","Gewerkschaften sind Interessenvertretungen der Beschäftigten.","Gewerkschaften sind Interessenvertretungen der Beschäftigten."
general,"Q136","people_society","Sie gehen in Deutschland zum Arbeitsgericht bei …","Sie gehen in Deutschland zum Arbeitsgericht bei …","falscher Nebenkostenabrechnung.","falscher Nebenkostenabrechnung.","ungerechtfertigter Kündigung durch Ihre Chefin/Ihren Chef.","ungerechtfertigter Kündigung durch Ihre Chefin/Ihren Chef.","Problemen mit den Nachbarinnen/Nachbarn.","Problemen mit den Nachbarinnen/Nachbarn.","Schwierigkeiten nach einem Verkehrsunfall.","Schwierigkeiten nach einem Verkehrsunfall.","Arbeitsgerichte sind für Streitigkeiten zwischen Arbeitnehmern und Arbeitgebern zuständig.","Arbeitsgerichte sind für Streitigkeiten zwischen Arbeitnehmern und Arbeitgebern zuständig."
general,"Q137","people_society","Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","Welches Gericht ist in Deutschland bei Konflikten in der Arbeitswelt zuständig?","das Familiengericht","das Familiengericht","das Strafgericht","das Strafgericht","das Arbeitsgericht","das Arbeitsgericht","das Amtsgericht","das Amtsgericht","Arbeitsgerichte entscheiden arbeitsrechtliche Konflikte.","Arbeitsgerichte entscheiden arbeitsrechtliche Konflikte."
general,"Q138","people_society","Was kann ich in Deutschland machen, wenn mir meine Arbeitgeberin/mein Arbeitgeber zu Unrecht gekündigt hat?","Was kann ich in Deutschland machen, wenn mir meine Arbeitgeberin/mein Arbeitgeber zu Unrecht gekündigt hat?","weiterarbeiten und freundlich zur Chefin/zum Chef sein","weiterarbeiten und freundlich zur Chefin/zum Chef sein","ein Mahnverfahren gegen die Arbeitgeberin/den Arbeitgeber führen","ein Mahnverfahren gegen die Arbeitgeberin/den Arbeitgeber führen","Kündigungsschutzklage erheben","Kündigungsschutzklage erheben","die Arbeitgeberin/den Arbeitgeber bei der Polizei anzeigen","die Arbeitgeberin/den Arbeitgeber bei der Polizei anzeigen","Gegen eine unwirksame Kündigung hilft die Kündigungsschutzklage (Frist i. d. R. 3 Wochen).","Gegen eine unwirksame Kündigung hilft die Kündigungsschutzklage (Frist i. d. R. 3 Wochen)."
general,"Q139","democracy","Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","Wann kommt es in Deutschland zu einem Prozess vor Gericht? Wenn jemand …","zu einer anderen Religion übertritt.","zu einer anderen Religion übertritt.","eine Straftat begangen hat und angeklagt wird.","eine Straftat begangen hat und angeklagt wird.","eine andere Meinung als die der Regierung vertritt.","eine andere Meinung als die der Regierung vertritt.","sein Auto falsch geparkt hat und es abgeschleppt wird.","sein Auto falsch geparkt hat und es abgeschleppt wird.","Ein Prozess findet bei Klage/Anklage statt – z. B. nach Straftaten.","Ein Prozess findet bei Klage/Anklage statt – z. B. nach Straftaten."
general,"Q140","democracy","Was macht eine Schöffin/ein Schöffe in Deutschland? Sie/Er …","Was macht eine Schöffin/ein Schöffe in Deutschland? Sie/Er …","entscheidet mit Richterinnen/Richtern über Schuld und Strafe.","entscheidet mit Richterinnen/Richtern über Schuld und Strafe.","gibt Bürgerinnen/Bürgern rechtlichen Rat.","gibt Bürgerinnen/Bürgern rechtlichen Rat.","stellt Urkunden aus.","stellt Urkunden aus.","verteidigt die Angeklagte/den Angeklagten.","verteidigt die Angeklagte/den Angeklagten.","Schöffinnen/Schöffen sind ehrenamtliche Richter in Strafprozessen.","Schöffinnen/Schöffen sind ehrenamtliche Richter in Strafprozessen."
general,"Q141","people_society","Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","Wer berät in Deutschland Personen bei Rechtsfragen und vertritt sie vor Gericht?","eine Rechtsanwältin/ein Rechtsanwalt","eine Rechtsanwältin/ein Rechtsanwalt","eine Richterin/ein Richter","eine Richterin/ein Richter","eine Schöffin/ein Schöffe","eine Schöffin/ein Schöffe","eine Staatsanwältin/ein Staatsanwalt","eine Staatsanwältin/ein Staatsanwalt","Rechtsanwältinnen/Rechtsanwälte beraten und vertreten Mandantinnen/Mandanten.","Rechtsanwältinnen/Rechtsanwälte beraten und vertreten Mandantinnen/Mandanten."
general,"Q142","democracy","Was ist die Hauptaufgabe einer Richterin/eines Richters in Deutschland? Eine Richterin/ein Richter …","Was ist die Hauptaufgabe einer Richterin/eines Richters in Deutschland? Eine Richterin/ein Richter …","vertritt Bürgerinnen und Bürger vor einem Gericht.","vertritt Bürgerinnen und Bürger vor einem Gericht.","arbeitet an einem Gericht und spricht Urteile.","arbeitet an einem Gericht und spricht Urteile.","ändert Gesetze.","ändert Gesetze.","betreut Jugendliche vor Gericht.","betreut Jugendliche vor Gericht.","Richterinnen/Richter sprechen Recht (Urteile, Beschlüsse) auf Grundlage der Gesetze.","Richterinnen/Richter sprechen Recht (Urteile, Beschlüsse) auf Grundlage der Gesetze."
general,"Q143","democracy","Eine Richterin/ein Richter in Deutschland gehört zur …","Eine Richterin/ein Richter in Deutschland gehört zur …","Judikative.","Judikative.","Exekutive.","Exekutive.","Operative.","Operative.","Legislative.","Legislative.","Die richterliche Gewalt ist die Judikative (neben Legislative und Exekutive).","Die richterliche Gewalt ist die Judikative (neben Legislative und Exekutive)."
general,"Q144","democracy","Eine Richterin/ein Richter gehört in Deutschland zur …","Eine Richterin/ein Richter gehört in Deutschland zur …","vollziehenden Gewalt.","vollziehenden Gewalt.","rechtsprechenden Gewalt.","rechtsprechenden Gewalt.","planenden Gewalt.","planenden Gewalt.","gesetzgebenden Gewalt.","gesetzgebenden Gewalt.","Richterinnen und Richter üben die rechtsprechende Gewalt (Judikative) aus.","Richterinnen und Richter üben die rechtsprechende Gewalt (Judikative) aus."
general,"Q145","democracy","In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet eine Richterin/ein Richter?","In Deutschland wird die Staatsgewalt geteilt. Für welche Staatsgewalt arbeitet eine Richterin/ein Richter?","Judikative","Judikative","Exekutive","Exekutive","Presse","Presse","Legislative","Legislative","Richterinnen und Richter gehören der Judikative an.","Richterinnen und Richter gehören der Judikative an."
general,"Q146","democracy","Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Wie nennt man in Deutschland ein Verfahren vor einem Gericht?","Programm","Programm","Prozedur","Prozedur","Protokoll","Protokoll","Prozess","Prozess","Ein Verfahren vor Gericht heißt Prozess.","Ein Verfahren vor Gericht heißt Prozess."
general,"Q147","democracy","Was ist die Arbeit einer Richterin/eines Richters in Deutschland?","Was ist die Arbeit einer Richterin/eines Richters in Deutschland?","Deutschland regieren","Deutschland regieren","Recht sprechen","Recht sprechen","Pläne erstellen","Pläne erstellen","Gesetze erlassen","Gesetze erlassen","Richterinnen und Richter sprechen Recht und wenden Gesetze an.","Richterinnen und Richter sprechen Recht und wenden Gesetze an."
general,"Q148","democracy","Was ist eine Aufgabe der Polizei in Deutschland?","Was ist eine Aufgabe der Polizei in Deutschland?","das Land zu verteidigen","das Land zu verteidigen","die Bürgerinnen und Bürger abzuhören","die Bürgerinnen und Bürger abzuhören","die Gesetze zu beschließen","die Gesetze zu beschließen","die Einhaltung von Gesetzen zu überwachen","die Einhaltung von Gesetzen zu überwachen","Die Polizei überwacht die Einhaltung der Gesetze (Exekutive).","Die Polizei überwacht die Einhaltung der Gesetze (Exekutive)."
general,"Q149","history_responsibility","Was ist ein Beispiel für antisemitisches Verhalten?","Was ist ein Beispiel für antisemitisches Verhalten?","ein jüdisches Fest besuchen","ein jüdisches Fest besuchen","die israelische Regierung kritisieren","die israelische Regierung kritisieren","den Holocaust leugnen","den Holocaust leugnen","gegen Juden Fußball spielen","gegen Juden Fußball spielen","Das Leugnen des Holocaust ist antisemitisch und in Deutschland strafbar.","Das Leugnen des Holocaust ist antisemitisch und in Deutschland strafbar."
general,"Q150","democracy","Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …","Eine Gerichtsschöffin/ein Gerichtsschöffe in Deutschland ist …","die Stellvertreterin/der Stellvertreter des Stadtoberhaupts.","die Stellvertreterin/der Stellvertreter des Stadtoberhaupts.","eine ehrenamtliche Richterin/ein ehrenamtlicher Richter.","eine ehrenamtliche Richterin/ein ehrenamtlicher Richter.","ein Mitglied eines Gemeinderats.","ein Mitglied eines Gemeinderats.","eine Person, die Jura studiert hat.","eine Person, die Jura studiert hat.","Schöffinnen und Schöffen sind ehrenamtliche Richterinnen und Richter in Strafverfahren.","Schöffinnen und Schöffen sind ehrenamtliche Richterinnen und Richter in Strafverfahren."
general,"Q151","history_responsibility","Wer baute die Mauer in Berlin?","Wer baute die Mauer in Berlin?","Großbritannien","Großbritannien","die DDR","die DDR","die Bundesrepublik Deutschland","die Bundesrepublik Deutschland","die USA","die USA","Die DDR errichtete 1961 die Berliner Mauer, um die Flucht nach West-Berlin zu verhindern.","Die DDR errichtete 1961 die Berliner Mauer, um die Flucht nach West-Berlin zu verhindern."
general,"Q152","history_responsibility","Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","Wann waren die Nationalsozialisten mit Adolf Hitler in Deutschland an der Macht?","1918 bis 1923","1918 bis 1923","1932 bis 1950","1932 bis 1950","1933 bis 1945","1933 bis 1945","1945 bis 1989","1945 bis 1989","Die NS-Diktatur dauerte von 1933 bis 1945.","Die NS-Diktatur dauerte von 1933 bis 1945."
general,"Q153","history_responsibility","Was war am 8. Mai 1945?","Was war am 8. Mai 1945?","Tod Adolf Hitlers","Tod Adolf Hitlers","Beginn des Berliner Mauerbaus","Beginn des Berliner Mauerbaus","Wahl von Konrad Adenauer zum Bundeskanzler","Wahl von Konrad Adenauer zum Bundeskanzler","Ende des Zweiten Weltkriegs in Europa","Ende des Zweiten Weltkriegs in Europa","Am 8. Mai 1945 endete der Zweite Weltkrieg in Europa mit der Kapitulation Deutschlands.","Am 8. Mai 1945 endete der Zweite Weltkrieg in Europa mit der Kapitulation Deutschlands."
general,"Q154","history_responsibility","Wann war der Zweite Weltkrieg zu Ende?","Wann war der Zweite Weltkrieg zu Ende?","1933","1933","1945","1945","1949","1949","1961","1961","Der Zweite Weltkrieg endete 1945.","Der Zweite Weltkrieg endete 1945."
general,"Q155","history_responsibility","Wann waren die Nationalsozialisten in Deutschland an der Macht?","Wann waren die Nationalsozialisten in Deutschland an der Macht?","1888 bis 1918","1888 bis 1918","1921 bis 1934","1921 bis 1934","1933 bis 1945","1933 bis 1945","1949 bis 1961","1949 bis 1961","Die NSDAP regierte Deutschland von 1933 bis 1945.","Die NSDAP regierte Deutschland von 1933 bis 1945."
general,"Q156","history_responsibility","In welchem Jahr wurde Hitler Reichskanzler?","In welchem Jahr wurde Hitler Reichskanzler?","1923","1923","1927","1927","1933","1933","1936","1936","Adolf Hitler wurde am 30. Januar 1933 zum Reichskanzler ernannt.","Adolf Hitler wurde am 30. Januar 1933 zum Reichskanzler ernannt."
general,"Q157","history_responsibility","Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","Die Nationalsozialisten mit Adolf Hitler errichteten 1933 in Deutschland …","eine Diktatur.","eine Diktatur.","einen demokratischen Staat.","einen demokratischen Staat.","eine Monarchie.","eine Monarchie.","ein Fürstentum.","ein Fürstentum.","1933 errichteten die Nationalsozialisten eine Diktatur.","1933 errichteten die Nationalsozialisten eine Diktatur."
general,"Q158","history_responsibility","Das 'Dritte Reich' war eine …","Das 'Dritte Reich' war eine …","Diktatur.","Diktatur.","Demokratie.","Demokratie.","Monarchie.","Monarchie.","Räterepublik.","Räterepublik.","Das sogenannte 'Dritte Reich' war die Diktatur der Nationalsozialisten.","Das sogenannte 'Dritte Reich' war die Diktatur der Nationalsozialisten."
general,"Q159","history_responsibility","Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","Was gab es in Deutschland nicht während der Zeit des Nationalsozialismus?","freie Wahlen","freie Wahlen","Pressezensur","Pressezensur","willkürliche Verhaftungen","willkürliche Verhaftungen","Verfolgung von Juden","Verfolgung von Juden","In der NS-Zeit gab es keine freien Wahlen.","In der NS-Zeit gab es keine freien Wahlen."
